Region;Period;Cause_death;Sex;Age.Group;Obitos_1;Obitos_2;Pop1;Pop2
South;2019/2020;Covid;Female;65;0;1167;634163;659911
South;2019/2020;External_causes;Female;65;203;188;634163;659911
South;2019/2020;Infec_parasit;Female;65;258;256;634163;659911
South;2019/2020;Neoplasms;Female;65;2594;2511;634163;659911
South;2019/2020;Pregnancy;Female;65;0;0;634163;659911
South;2019/2020;Respiratory;Female;65;1094;761;634163;659911
South;2019/2020;Undefined;Female;65;236;225;634163;659911
South;2019/2020;All_causes;Female;70;9705;10665;467172;490787
South;2019/2020;All_other_causes;Female;70;2272;2245;467172;490787
South;2019/2020;Circulatory;Female;70;2811;2750;467172;490787
South;2019/2020;Covid;Female;70;0;1357;467172;490787
South;2019/2020;External_causes;Female;70;253;225;467172;490787
South;2019/2020;Infec_parasit;Female;70;279;249;467172;490787
South;2019/2020;Neoplasms;Female;70;2532;2589;467172;490787
South;2019/2020;Pregnancy;Female;70;0;0;467172;490787
South;2019/2020;Respiratory;Female;70;1297;955;467172;490787
South;2019/2020;Undefined;Female;70;261;295;467172;490787
South;2019/2020;All_causes;Female;75;11168;11891;322360;336175
South;2019/2020;All_other_causes;Female;75;2795;2678;322360;336175
South;2019/2020;Circulatory;Female;75;3478;3423;322360;336175
South;2019/2020;Covid;Female;75;0;1301;322360;336175
South;2019/2020;External_causes;Female;75;307;263;322360;336175
South;2019/2020;Infec_parasit;Female;75;342;307;322360;336175
South;2019/2020;Neoplasms;Female;75;2307;2326;322360;336175
South;2019/2020;Pregnancy;Female;75;0;0;322360;336175
South;2019/2020;Respiratory;Female;75;1609;1235;322360;336175
South;2019/2020;Undefined;Female;75;330;358;322360;336175
South;2019/2020;All_causes;Female;80;12886;13283;213661;220936
South;2019/2020;All_other_causes;Female;80;3428;3336;213661;220936
South;2019/2020;Circulatory;Female;80;4272;4143;213661;220936
South;2019/2020;Covid;Female;80;1;1303;213661;220936
South;2019/2020;External_causes;Female;80;424;401;213661;220936
South;2019/2020;Infec_parasit;Female;80;386;317;213661;220936
South;2019/2020;Neoplasms;Female;80;2013;1931;213661;220936
South;2019/2020;Pregnancy;Female;80;0;0;213661;220936
South;2019/2020;Respiratory;Female;80;1982;1452;213661;220936
South;2019/2020;Undefined;Female;80;380;400;213661;220936
South;2019/2020;All_causes;Female;85;24648;25313;117437;121780
South;2019/2020;All_other_causes;Female;85;7121;7114;117437;121780
South;2019/2020;Circulatory;Female;85;8275;7893;117437;121780
South;2019/2020;Covid;Female;85;0;2053;117437;121780
South;2019/2020;External_causes;Female;85;1013;967;117437;121780
South;2019/2020;Infec_parasit;Female;85;747;652;117437;121780
South;2019/2020;Neoplasms;Female;85;2307;2338;117437;121780
South;2019/2020;Pregnancy;Female;85;0;0;117437;121780
South;2019/2020;Respiratory;Female;85;4162;3074;117437;121780
South;2019/2020;Undefined;Female;85;1023;1222;117437;121780
South;2019/2020;All_causes;Male;0;2168;1873;199152;193991
South;2019/2020;All_other_causes;Male;0;1899;1683;199152;193991
South;2019/2020;Circulatory;Male;0;12;11;199152;193991
South;2019/2020;Covid;Male;0;0;4;199152;193991
South;2019/2020;External_causes;Male;0;74;52;199152;193991
South;2019/2020;Infec_parasit;Male;0;51;45;199152;193991
South;2019/2020;Neoplasms;Male;0;7;8;199152;193991
South;2019/2020;Pregnancy;Male;0;0;0;199152;193991
South;2019/2020;Respiratory;Male;0;66;27;199152;193991
South;2019/2020;Undefined;Male;0;59;43;199152;193991
South;2019/2020;All_causes;Male;1;400;308;816362;811465
South;2019/2020;All_other_causes;Male;1;156;91;816362;811465
South;2019/2020;Circulatory;Male;1;15;12;816362;811465
South;2019/2020;Covid;Male;1;0;2;816362;811465
South;2019/2020;External_causes;Male;1;107;114;816362;811465
South;2019/2020;Infec_parasit;Male;1;26;15;816362;811465
South;2019/2020;Neoplasms;Male;1;38;44;816362;811465
South;2019/2020;Pregnancy;Male;1;0;0;816362;811465
South;2019/2020;Respiratory;Male;1;45;20;816362;811465
South;2019/2020;Undefined;Male;1;13;10;816362;811465
South;2019/2020;All_causes;Male;10;267;231;1001599;990205
South;2019/2020;All_other_causes;Male;10;58;41;1001599;990205
South;2019/2020;Circulatory;Male;10;9;7;1001599;990205
South;2019/2020;Covid;Male;10;1;3;1001599;990205
South;2019/2020;External_causes;Male;10;113;111;1001599;990205
South;2019/2020;Infec_parasit;Male;10;11;7;1001599;990205
South;2019/2020;Neoplasms;Male;10;47;45;1001599;990205
South;2019/2020;Pregnancy;Male;10;0;0;1001599;990205
South;2019/2020;Respiratory;Male;10;18;10;1001599;990205
South;2019/2020;Undefined;Male;10;10;7;1001599;990205
South;2019/2020;All_causes;Male;15;1396;1246;1101697;1083309
South;2019/2020;All_other_causes;Male;15;107;95;1101697;1083309
South;2019/2020;Circulatory;Male;15;20;23;1101697;1083309
South;2019/2020;Covid;Male;15;0;15;1101697;1083309
South;2019/2020;External_causes;Male;15;1131;981;1101697;1083309
South;2019/2020;Infec_parasit;Male;15;16;12;1101697;1083309
South;2019/2020;Neoplasms;Male;15;66;58;1101697;1083309
South;2019/2020;Pregnancy;Male;15;0;0;1101697;1083309
South;2019/2020;Respiratory;Male;15;25;33;1101697;1083309
South;2019/2020;Undefined;Male;15;31;29;1101697;1083309
South;2019/2020;All_causes;Male;20;2333;2466;1183183;1178025
South;2019/2020;All_other_causes;Male;20;162;139;1183183;1178025
South;2019/2020;Circulatory;Male;20;58;45;1183183;1178025
South;2019/2020;Covid;Male;20;0;27;1183183;1178025
South;2019/2020;External_causes;Male;20;1855;1983;1183183;1178025
South;2019/2020;Infec_parasit;Male;20;63;65;1183183;1178025
South;2019/2020;Neoplasms;Male;20;92;103;1183183;1178025
South;2019/2020;Pregnancy;Male;20;0;0;1183183;1178025
South;2019/2020;Respiratory;Male;20;36;31;1183183;1178025
South;2019/2020;Undefined;Male;20;67;73;1183183;1178025
South;2019/2020;All_causes;Male;25;2266;2319;1179882;1187345
South;2019/2020;All_other_causes;Male;25;184;185;1179882;1187345
South;2019/2020;Circulatory;Male;25;93;83;1179882;1187345
South;2019/2020;Covid;Male;25;0;58;1179882;1187345
South;2019/2020;External_causes;Male;25;1615;1659;1179882;1187345
South;2019/2020;Infec_parasit;Male;25;106;103;1179882;1187345
South;2019/2020;Neoplasms;Male;25;129;116;1179882;1187345
South;2019/2020;Pregnancy;Male;25;0;0;1179882;1187345
South;2019/2020;Respiratory;Male;25;50;40;1179882;1187345
South;2019/2020;Undefined;Male;25;89;75;1179882;1187345
South;2019/2020;All_causes;Male;30;2357;2473;1181437;1179445
South;2019/2020;All_other_causes;Male;30;270;282;1181437;1179445
South;2019/2020;Circulatory;Male;30;133;123;1181437;1179445
South;2019/2020;Covid;Male;30;0;112;1181437;1179445
South;2019/2020;External_causes;Male;30;1440;1481;1181437;1179445
South;2019/2020;Infec_parasit;Male;30;159;145;1181437;1179445
South;2019/2020;Neoplasms;Male;30;167;152;1181437;1179445
South;2019/2020;Pregnancy;Male;30;0;0;1181437;1179445
South;2019/2020;Respiratory;Male;30;78;65;1181437;1179445
South;2019/2020;Undefined;Male;30;110;113;1181437;1179445
South;2019/2020;All_causes;Male;35;2769;3057;1165530;1175613
South;2019/2020;All_other_causes;Male;35;414;424;1165530;1175613
South;2019/2020;Circulatory;Male;35;268;274;1165530;1175613
South;2019/2020;Covid;Male;35;0;202;1165530;1175613
South;2019/2020;External_causes;Male;35;1350;1437;1165530;1175613
South;2019/2020;Infec_parasit;Male;35;244;218;1165530;1175613
South;2019/2020;Neoplasms;Male;35;238;240;1165530;1175613
South;2019/2020;Pregnancy;Male;35;0;0;1165530;1175613
South;2019/2020;Respiratory;Male;35;99;94;1165530;1175613
South;2019/2020;Undefined;Male;35;156;168;1165530;1175613
South;2019/2020;All_causes;Male;40;3329;3686;1050762;1080224
South;2019/2020;All_other_causes;Male;40;629;662;1050762;1080224
South;2019/2020;Circulatory;Male;40;443;443;1050762;1080224
South;2019/2020;Covid;Male;40;0;302;1050762;1080224
South;2019/2020;External_causes;Male;40;1221;1231;1050762;1080224
South;2019/2020;Infec_parasit;Male;40;311;289;1050762;1080224
South;2019/2020;Neoplasms;Male;40;400;442;1050762;1080224
South;2019/2020;Pregnancy;Male;40;0;0;1050762;1080224
South;2019/2020;Respiratory;Male;40;148;121;1050762;1080224
South;2019/2020;Undefined;Male;40;177;196;1050762;1080224
South;2019/2020;All_causes;Male;45;4303;4926;963645;968824
South;2019/2020;All_other_causes;Male;45;916;1004;963645;968824
South;2019/2020;Circulatory;Male;45;766;801;963645;968824
South;2019/2020;Covid;Male;45;0;494;963645;968824
South;2019/2020;External_causes;Male;45;1119;1131;963645;968824
South;2019/2020;Infec_parasit;Male;45;348;294;963645;968824
South;2019/2020;Neoplasms;Male;45;703;741;963645;968824
South;2019/2020;Pregnancy;Male;45;0;0;963645;968824
South;2019/2020;Respiratory;Male;45;217;189;963645;968824
South;2019/2020;Undefined;Male;45;234;272;963645;968824
South;2019/2020;All_causes;Male;5;154;115;987896;1007519
South;2019/2020;All_other_causes;Male;5;41;33;987896;1007519
South;2019/2020;Circulatory;Male;5;7;5;987896;1007519
South;2019/2020;Covid;Male;5;0;4;987896;1007519
South;2019/2020;External_causes;Male;5;47;39;987896;1007519
South;2019/2020;Infec_parasit;Male;5;8;6;987896;1007519
South;2019/2020;Neoplasms;Male;5;35;23;987896;1007519
South;2019/2020;Pregnancy;Male;5;0;0;987896;1007519
South;2019/2020;Respiratory;Male;5;14;3;987896;1007519
South;2019/2020;Undefined;Male;5;2;2;987896;1007519
South;2019/2020;All_causes;Male;50;6269;7033;936583;937316
South;2019/2020;All_other_causes;Male;50;1334;1490;936583;937316
South;2019/2020;Circulatory;Male;50;1410;1419;936583;937316
South;2019/2020;Covid;Male;50;0;674;936583;937316
South;2019/2020;External_causes;Male;50;1074;1139;936583;937316
South;2019/2020;Infec_parasit;Male;50;365;344;936583;937316
South;2019/2020;Neoplasms;Male;50;1431;1339;936583;937316
South;2019/2020;Pregnancy;Male;50;0;0;936583;937316
South;2019/2020;Respiratory;Male;50;341;285;936583;937316
South;2019/2020;Undefined;Male;50;314;343;936583;937316
South;2019/2020;All_causes;Male;55;8711;9770;856902;873010
South;2019/2020;All_other_causes;Male;55;1842;1981;856902;873010
South;2019/2020;Circulatory;Male;55;2115;2136;856902;873010
South;2019/2020;Covid;Male;55;0;1078;856902;873010
South;2019/2020;External_causes;Male;55;958;971;856902;873010
South;2019/2020;Infec_parasit;Male;55;383;395;856902;873010
South;2019/2020;Neoplasms;Male;55;2442;2276;856902;873010
South;2019/2020;Pregnancy;Male;55;0;0;856902;873010
South;2019/2020;Respiratory;Male;55;599;512;856902;873010
South;2019/2020;Undefined;Male;55;372;421;856902;873010
South;2019/2020;All_causes;Male;60;10969;12296;707287;728628
South;2019/2020;All_other_causes;Male;60;2098;2168;707287;728628
South;2019/2020;Circulatory;Male;60;3033;2945;707287;728628
South;2019/2020;Covid;Male;60;0;1488;707287;728628
South;2019/2020;External_causes;Male;60;816;912;707287;728628
South;2019/2020;Infec_parasit;Male;60;381;368;707287;728628
South;2019/2020;Neoplasms;Male;60;3185;3110;707287;728628
South;2019/2020;Pregnancy;Male;60;0;0;707287;728628
South;2019/2020;Respiratory;Male;60;1019;807;707287;728628
South;2019/2020;Undefined;Male;60;437;498;707287;728628
South;2019/2020;All_causes;Male;65;12378;14164;543523;563965
South;2019/2020;All_other_causes;Male;65;2472;2424;543523;563965
South;2019/2020;Circulatory;Male;65;3542;3557;543523;563965
South;2019/2020;Covid;Male;65;0;1882;543523;563965
South;2019/2020;External_causes;Male;65;681;639;543523;563965
South;2019/2020;Infec_parasit;Male;65;385;395;543523;563965
South;2019/2020;Neoplasms;Male;65;3550;3617;543523;563965
South;2019/2020;Pregnancy;Male;65;0;0;543523;563965
South;2019/2020;Respiratory;Male;65;1313;1151;543523;563965
South;2019/2020;Undefined;Male;65;435;499;543523;563965
South;2019/2020;All_causes;Male;70;13153;14525;381188;399789
South;2019/2020;All_other_causes;Male;70;2527;2516;381188;399789
South;2019/2020;Circulatory;Male;70;3902;3784;381188;399789
South;2019/2020;Covid;Male;70;0;2029;381188;399789
South;2019/2020;External_causes;Male;70;517;516;381188;399789
South;2019/2020;Infec_parasit;Male;70;371;307;381188;399789
South;2019/2020;Neoplasms;Male;70;3725;3549;381188;399789
South;2019/2020;Pregnancy;Male;70;0;0;381188;399789
South;2019/2020;Respiratory;Male;70;1724;1396;381188;399789
South;2019/2020;Undefined;Male;70;387;428;381188;399789
South;2019/2020;All_causes;Male;75;12962;14083;239291;250269
South;2019/2020;All_other_causes;Male;75;2622;2668;239291;250269
South;2019/2020;Circulatory;Male;75;4091;3829;239291;250269
South;2019/2020;Covid;Male;75;0;1825;239291;250269
South;2019/2020;External_causes;Male;75;525;458;239291;250269
South;2019/2020;Infec_parasit;Male;75;327;319;239291;250269
South;2019/2020;Neoplasms;Male;75;3091;3025;239291;250269
South;2019/2020;Pregnancy;Male;75;0;0;239291;250269
South;2019/2020;Respiratory;Male;75;1932;1529;239291;250269
South;2019/2020;Undefined;Male;75;374;430;239291;250269
South;2019/2020;All_causes;Male;80;11688;13077;140189;145878
South;2019/2020;All_other_causes;Male;80;2477;2662;140189;145878
South;2019/2020;Circulatory;Male;80;3675;3599;140189;145878
South;2019/2020;Covid;Male;80;0;1572;140189;145878
South;2019/2020;External_causes;Male;80;430;402;140189;145878
South;2019/2020;Infec_parasit;Male;80;284;262;140189;145878
South;2019/2020;Neoplasms;Male;80;2432;2520;140189;145878
South;2019/2020;Pregnancy;Male;80;0;0;140189;145878
South;2019/2020;Respiratory;Male;80;2049;1678;140189;145878
South;2019/2020;Undefined;Male;80;341;382;140189;145878
South;2019/2020;All_causes;Male;85;14824;15907;64311;67340
South;2019/2020;All_other_causes;Male;85;3536;3591;64311;67340
South;2019/2020;Circulatory;Male;85;4575;4565;64311;67340
South;2019/2020;Covid;Male;85;0;1641;64311;67340
South;2019/2020;External_causes;Male;85;547;550;64311;67340
South;2019/2020;Infec_parasit;Male;85;360;322;64311;67340
South;2019/2020;Neoplasms;Male;85;2225;2216;64311;67340
South;2019/2020;Pregnancy;Male;85;0;0;64311;67340
South;2019/2020;Respiratory;Male;85;3046;2435;64311;67340
South;2019/2020;Undefined;Male;85;535;587;64311;67340
South;2019/2021;All_causes;Female;0;1773;1503;189985;179424
South;2019/2021;All_other_causes;Female;0;1547;1337;189985;179424
South;2019/2021;Circulatory;Female;0;17;12;189985;179424
South;2019/2021;Covid;Female;0;0;8;189985;179424
South;2019/2021;External_causes;Female;0;61;56;189985;179424
South;2019/2021;Infec_parasit;Female;0;34;24;189985;179424
South;2019/2021;Neoplasms;Female;0;9;7;189985;179424
South;2019/2021;Pregnancy;Female;0;0;0;189985;179424
South;2019/2021;Respiratory;Female;0;48;26;189985;179424
South;2019/2021;Undefined;Female;0;57;33;189985;179424
South;2019/2021;All_causes;Female;1;292;275;778788;765839
South;2019/2021;All_other_causes;Female;1;102;112;778788;765839
South;2019/2021;Circulatory;Female;1;15;6;778788;765839
South;2019/2021;Covid;Female;1;0;15;778788;765839
South;2019/2021;External_causes;Female;1;65;72;778788;765839
South;2019/2021;Infec_parasit;Female;1;13;9;778788;765839
South;2019/2021;Neoplasms;Female;1;46;31;778788;765839
South;2019/2021;Pregnancy;Female;1;0;0;778788;765839
South;2019/2021;Respiratory;Female;1;39;26;778788;765839
South;2019/2021;Undefined;Female;1;12;4;778788;765839
South;2019/2021;All_causes;Female;10;212;191;957313;939180
South;2019/2021;All_other_causes;Female;10;62;55;957313;939180
South;2019/2021;Circulatory;Female;10;9;7;957313;939180
South;2019/2021;Covid;Female;10;0;14;957313;939180
South;2019/2021;External_causes;Female;10;72;67;957313;939180
South;2019/2021;Infec_parasit;Female;10;12;0;957313;939180
South;2019/2021;Neoplasms;Female;10;38;34;957313;939180
South;2019/2021;Pregnancy;Female;10;0;1;957313;939180
South;2019/2021;Respiratory;Female;10;10;7;957313;939180
South;2019/2021;Undefined;Female;10;9;6;957313;939180
South;2019/2021;All_causes;Female;15;421;444;1060872;1024474
South;2019/2021;All_other_causes;Female;15;112;67;1060872;1024474
South;2019/2021;Circulatory;Female;15;22;11;1060872;1024474
South;2019/2021;Covid;Female;15;0;54;1060872;1024474
South;2019/2021;External_causes;Female;15;185;202;1060872;1024474
South;2019/2021;Infec_parasit;Female;15;16;14;1060872;1024474
South;2019/2021;Neoplasms;Female;15;46;41;1060872;1024474
South;2019/2021;Pregnancy;Female;15;16;23;1060872;1024474
South;2019/2021;Respiratory;Female;15;8;12;1060872;1024474
South;2019/2021;Undefined;Female;15;16;20;1060872;1024474
South;2019/2021;All_causes;Female;20;541;759;1161890;1140473
South;2019/2021;All_other_causes;Female;20;89;125;1161890;1140473
South;2019/2021;Circulatory;Female;20;32;38;1161890;1140473
South;2019/2021;Covid;Female;20;1;144;1161890;1140473
South;2019/2021;External_causes;Female;20;246;248;1161890;1140473
South;2019/2021;Infec_parasit;Female;20;39;42;1161890;1140473
South;2019/2021;Neoplasms;Female;20;53;62;1161890;1140473
South;2019/2021;Pregnancy;Female;20;28;61;1161890;1140473
South;2019/2021;Respiratory;Female;20;29;19;1161890;1140473
South;2019/2021;Undefined;Female;20;24;20;1161890;1140473
South;2019/2021;All_causes;Female;25;662;1131;1176018;1187132
South;2019/2021;All_other_causes;Female;25;127;139;1176018;1187132
South;2019/2021;Circulatory;Female;25;50;62;1176018;1187132
South;2019/2021;Covid;Female;25;0;285;1176018;1187132
South;2019/2021;External_causes;Female;25;226;280;1176018;1187132
South;2019/2021;Infec_parasit;Female;25;52;68;1176018;1187132
South;2019/2021;Neoplasms;Female;25;107;143;1176018;1187132
South;2019/2021;Pregnancy;Female;25;31;89;1176018;1187132
South;2019/2021;Respiratory;Female;25;45;37;1176018;1187132
South;2019/2021;Undefined;Female;25;24;28;1176018;1187132
South;2019/2021;All_causes;Female;30;918;1533;1184790;1180773
South;2019/2021;All_other_causes;Female;30;158;172;1184790;1180773
South;2019/2021;Circulatory;Female;30;82;105;1184790;1180773
South;2019/2021;Covid;Female;30;0;479;1184790;1180773
South;2019/2021;External_causes;Female;30;207;248;1184790;1180773
South;2019/2021;Infec_parasit;Female;30;95;84;1184790;1180773
South;2019/2021;Neoplasms;Female;30;266;253;1184790;1180773
South;2019/2021;Pregnancy;Female;30;34;120;1184790;1180773
South;2019/2021;Respiratory;Female;30;39;29;1184790;1180773
South;2019/2021;Undefined;Female;30;37;43;1184790;1180773
South;2019/2021;All_causes;Female;35;1369;2310;1193180;1200211
South;2019/2021;All_other_causes;Female;35;255;283;1193180;1200211
South;2019/2021;Circulatory;Female;35;191;175;1193180;1200211
South;2019/2021;Covid;Female;35;0;842;1193180;1200211
South;2019/2021;External_causes;Female;35;234;252;1193180;1200211
South;2019/2021;Infec_parasit;Female;35;151;154;1193180;1200211
South;2019/2021;Neoplasms;Female;35;404;406;1193180;1200211
South;2019/2021;Pregnancy;Female;35;31;93;1193180;1200211
South;2019/2021;Respiratory;Female;35;50;47;1193180;1200211
South;2019/2021;Undefined;Female;35;53;58;1193180;1200211
South;2019/2021;All_causes;Female;40;1815;3288;1094506;1152726
South;2019/2021;All_other_causes;Female;40;328;422;1094506;1152726
South;2019/2021;Circulatory;Female;40;281;331;1094506;1152726
South;2019/2021;Covid;Female;40;1;1310;1094506;1152726
South;2019/2021;External_causes;Female;40;226;249;1094506;1152726
South;2019/2021;Infec_parasit;Female;40;152;159;1094506;1152726
South;2019/2021;Neoplasms;Female;40;652;611;1094506;1152726
South;2019/2021;Pregnancy;Female;40;16;42;1094506;1152726
South;2019/2021;Respiratory;Female;40;86;89;1094506;1152726
South;2019/2021;Undefined;Female;40;73;75;1094506;1152726
South;2019/2021;All_causes;Female;45;2582;4461;1020054;1031196
South;2019/2021;All_other_causes;Female;45;494;558;1020054;1031196
South;2019/2021;Circulatory;Female;45;519;548;1020054;1031196
South;2019/2021;Covid;Female;45;0;1794;1020054;1031196
South;2019/2021;External_causes;Female;45;229;225;1020054;1031196
South;2019/2021;Infec_parasit;Female;45;159;194;1020054;1031196
South;2019/2021;Neoplasms;Female;45;917;900;1020054;1031196
South;2019/2021;Pregnancy;Female;45;3;5;1020054;1031196
South;2019/2021;Respiratory;Female;45;171;143;1020054;1031196
South;2019/2021;Undefined;Female;45;90;94;1020054;1031196
South;2019/2021;All_causes;Female;5;136;115;941582;974011
South;2019/2021;All_other_causes;Female;5;51;35;941582;974011
South;2019/2021;Circulatory;Female;5;11;3;941582;974011
South;2019/2021;Covid;Female;5;0;6;941582;974011
South;2019/2021;External_causes;Female;5;24;35;941582;974011
South;2019/2021;Infec_parasit;Female;5;5;5;941582;974011
South;2019/2021;Neoplasms;Female;5;37;25;941582;974011
South;2019/2021;Pregnancy;Female;5;0;0;941582;974011
South;2019/2021;Respiratory;Female;5;5;4;941582;974011
South;2019/2021;Undefined;Female;5;3;2;941582;974011
South;2019/2021;All_causes;Female;50;3683;5980;1016862;1013165
South;2019/2021;All_other_causes;Female;50;699;715;1016862;1013165
South;2019/2021;Circulatory;Female;50;770;795;1016862;1013165
South;2019/2021;Covid;Female;50;0;2420;1016862;1013165
South;2019/2021;External_causes;Female;50;206;223;1016862;1013165
South;2019/2021;Infec_parasit;Female;50;198;177;1016862;1013165
South;2019/2021;Neoplasms;Female;50;1424;1307;1016862;1013165
South;2019/2021;Pregnancy;Female;50;0;0;1016862;1013165
South;2019/2021;Respiratory;Female;50;272;215;1016862;1013165
South;2019/2021;Undefined;Female;50;114;128;1016862;1013165
South;2019/2021;All_causes;Female;55;5145;8572;950303;982932
South;2019/2021;All_other_causes;Female;55;1010;1100;950303;982932
South;2019/2021;Circulatory;Female;55;1158;1270;950303;982932
South;2019/2021;Covid;Female;55;0;3288;950303;982932
South;2019/2021;External_causes;Female;55;233;241;950303;982932
South;2019/2021;Infec_parasit;Female;55;191;202;950303;982932
South;2019/2021;Neoplasms;Female;55;1929;1923;950303;982932
South;2019/2021;Pregnancy;Female;55;0;0;950303;982932
South;2019/2021;Respiratory;Female;55;478;392;950303;982932
South;2019/2021;Undefined;Female;55;146;156;950303;982932
South;2019/2021;All_causes;Female;60;6828;10549;798629;849154
South;2019/2021;All_other_causes;Female;60;1354;1458;798629;849154
South;2019/2021;Circulatory;Female;60;1681;1847;798629;849154
South;2019/2021;Covid;Female;60;0;3589;798629;849154
South;2019/2021;External_causes;Female;60;205;206;798629;849154
South;2019/2021;Infec_parasit;Female;60;239;259;798629;849154
South;2019/2021;Neoplasms;Female;60;2379;2353;798629;849154
South;2019/2021;Pregnancy;Female;60;0;0;798629;849154
South;2019/2021;Respiratory;Female;60;794;640;798629;849154
South;2019/2021;Undefined;Female;60;176;197;798629;849154
South;2019/2021;All_causes;Female;65;8439;12959;634163;683255
South;2019/2021;All_other_causes;Female;65;1739;2079;634163;683255
South;2019/2021;Circulatory;Female;65;2315;2554;634163;683255
South;2019/2021;Covid;Female;65;0;4036;634163;683255
South;2019/2021;External_causes;Female;65;203;247;634163;683255
South;2019/2021;Infec_parasit;Female;65;258;287;634163;683255
South;2019/2021;Neoplasms;Female;65;2594;2664;634163;683255
South;2019/2021;Pregnancy;Female;65;0;0;634163;683255
South;2019/2021;Respiratory;Female;65;1094;839;634163;683255
South;2019/2021;Undefined;Female;65;236;253;634163;683255
South;2019/2021;All_causes;Female;70;9705;14413;467172;513236
South;2019/2021;All_other_causes;Female;70;2272;2518;467172;513236
South;2019/2021;Circulatory;Female;70;2811;3133;467172;513236
South;2019/2021;Covid;Female;70;0;4055;467172;513236
South;2019/2021;External_causes;Female;70;253;243;467172;513236
South;2019/2021;Infec_parasit;Female;70;279;321;467172;513236
South;2019/2021;Neoplasms;Female;70;2532;2736;467172;513236
South;2019/2021;Pregnancy;Female;70;0;0;467172;513236
South;2019/2021;Respiratory;Female;70;1297;1098;467172;513236
South;2019/2021;Undefined;Female;70;261;309;467172;513236
South;2019/2021;All_causes;Female;75;11168;15207;322360;350862
South;2019/2021;All_other_causes;Female;75;2795;3052;322360;350862
South;2019/2021;Circulatory;Female;75;3478;3714;322360;350862
South;2019/2021;Covid;Female;75;0;3612;322360;350862
South;2019/2021;External_causes;Female;75;307;370;322360;350862
South;2019/2021;Infec_parasit;Female;75;342;354;322360;350862
South;2019/2021;Neoplasms;Female;75;2307;2446;322360;350862
South;2019/2021;Pregnancy;Female;75;0;0;322360;350862
South;2019/2021;Respiratory;Female;75;1609;1231;322360;350862
South;2019/2021;Undefined;Female;75;330;428;322360;350862
South;2019/2021;All_causes;Female;80;12886;15946;213661;226962
South;2019/2021;All_other_causes;Female;80;3428;3798;213661;226962
South;2019/2021;Circulatory;Female;80;4272;4409;213661;226962
South;2019/2021;Covid;Female;80;1;2940;213661;226962
South;2019/2021;External_causes;Female;80;424;424;213661;226962
South;2019/2021;Infec_parasit;Female;80;386;385;213661;226962
South;2019/2021;Neoplasms;Female;80;2013;2052;213661;226962
South;2019/2021;Pregnancy;Female;80;0;0;213661;226962
South;2019/2021;Respiratory;Female;80;1982;1476;213661;226962
South;2019/2021;Undefined;Female;80;380;462;213661;226962
South;2019/2021;All_causes;Female;85;24648;30023;117437;124663
South;2019/2021;All_other_causes;Female;85;7121;8239;117437;124663
South;2019/2021;Circulatory;Female;85;8275;9105;117437;124663
South;2019/2021;Covid;Female;85;0;3912;117437;124663
South;2019/2021;External_causes;Female;85;1013;1041;117437;124663
South;2019/2021;Infec_parasit;Female;85;747;695;117437;124663
South;2019/2021;Neoplasms;Female;85;2307;2470;117437;124663
South;2019/2021;Pregnancy;Female;85;0;0;117437;124663
South;2019/2021;Respiratory;Female;85;4162;3187;117437;124663
South;2019/2021;Undefined;Female;85;1023;1374;117437;124663
South;2019/2021;All_causes;Male;0;2168;1917;199152;188078
South;2019/2021;All_other_causes;Male;0;1899;1673;199152;188078
South;2019/2021;Circulatory;Male;0;12;18;199152;188078
South;2019/2021;Covid;Male;0;0;17;199152;188078
South;2019/2021;External_causes;Male;0;74;66;199152;188078
South;2019/2021;Infec_parasit;Male;0;51;42;199152;188078
South;2019/2021;Neoplasms;Male;0;7;8;199152;188078
South;2019/2021;Pregnancy;Male;0;0;0;199152;188078
South;2019/2021;Respiratory;Male;0;66;38;199152;188078
South;2019/2021;Undefined;Male;0;59;55;199152;188078
South;2019/2021;All_causes;Male;1;400;378;816362;802826
South;2019/2021;All_other_causes;Male;1;156;131;816362;802826
South;2019/2021;Circulatory;Male;1;15;13;816362;802826
South;2019/2021;Covid;Male;1;0;14;816362;802826
South;2019/2021;External_causes;Male;1;107;115;816362;802826
South;2019/2021;Infec_parasit;Male;1;26;16;816362;802826
South;2019/2021;Neoplasms;Male;1;38;58;816362;802826
South;2019/2021;Pregnancy;Male;1;0;0;816362;802826
South;2019/2021;Respiratory;Male;1;45;19;816362;802826
South;2019/2021;Undefined;Male;1;13;12;816362;802826
South;2019/2021;All_causes;Male;10;267;233;1001599;983381
South;2019/2021;All_other_causes;Male;10;58;61;1001599;983381
South;2019/2021;Circulatory;Male;10;9;10;1001599;983381
South;2019/2021;Covid;Male;10;1;14;1001599;983381
South;2019/2021;External_causes;Male;10;113;89;1001599;983381
South;2019/2021;Infec_parasit;Male;10;11;11;1001599;983381
South;2019/2021;Neoplasms;Male;10;47;25;1001599;983381
South;2019/2021;Pregnancy;Male;10;0;0;1001599;983381
South;2019/2021;Respiratory;Male;10;18;7;1001599;983381
South;2019/2021;Undefined;Male;10;10;16;1001599;983381
South;2019/2021;All_causes;Male;15;1396;1301;1101697;1068333
South;2019/2021;All_other_causes;Male;15;107;113;1101697;1068333
South;2019/2021;Circulatory;Male;15;20;23;1101697;1068333
South;2019/2021;Covid;Male;15;0;44;1101697;1068333
