IDADE;SEXO;ANO;SIGLA;LOCAL;nMx;nAx;nqx;lx;ndx;nLx;Sx;Tx;ex
55;Homens;2019;NO;Norte;0,00981;2,64192;0,04794;84.267;4.040;411.808;0,94135;2.086.853;24,76
60;Homens;2019;NO;Norte;0,01473;2,64022;0,07119;80.227;5.712;387.657;0,91247;1.675.045;20,88
65;Homens;2019;NO;Norte;0,02228;2,60792;0,10577;74.515;7.881;353.725;0,87688;1.287.388;17,28
70;Homens;2019;NO;Norte;0,03091;2,60134;0,14387;66.634;9.587;310.176;0,82199;933.663;14,01
75;Homens;2019;NO;Norte;0,04937;2,59442;0,22063;57.048;12.586;254.961;0,72859;623.488;10,93
80;Homens;2019;NO;Norte;0,07967;2,53042;0,33284;44.461;14.799;185.761;0,60322;368.527;8,29
85;Homens;2019;NO;Norte;0,12671;2,44639;0,47868;29.663;14.199;112.055;0,38689;182.767;6,16
90;Homens;2019;NO;Norte;0,21869;4,57268;1;15.464;15.464;70.711; -   ;70.711;4,57
0;Mulheres;2020;NO;Norte;0,01303;0,08862;0,01287;100.000;1.287;98.827;0,98618;7.709.557;77,1
1;Mulheres;2020;NO;Norte;0,0006;1,50304;0,00239;98.713;236;394.262;0,99797;7.610.730;77,1
5;Mulheres;2020;NO;Norte;0,00023;2,36323;0,00115;98.477;113;492.086;0,99871;7.216.468;73,28
10;Mulheres;2020;NO;Norte;0,00032;2,68836;0,0016;98.364;158;491.454;0,9978;6.724.382;68,36
15;Mulheres;2020;NO;Norte;0,00057;2,6572;0,00285;98.206;280;490.373;0,99683;6.232.928;63,47
20;Mulheres;2020;NO;Norte;0,00069;2,58985;0,00343;97.926;335;488.820;0,99611;5.742.555;58,64
25;Mulheres;2020;NO;Norte;0,00089;2,6022;0,00442;97.590;431;486.917;0,99502;5.253.735;53,83
30;Mulheres;2020;NO;Norte;0,00113;2,62049;0,00564;97.159;548;484.492;0,99329;4.766.818;49,06
35;Mulheres;2020;NO;Norte;0,0016;2,63576;0,00795;96.611;769;481.239;0,99064;4.282.326;44,33
40;Mulheres;2020;NO;Norte;0,0022;2,6395;0,01097;95.843;1.051;476.732;0,98681;3.801.087;39,66
45;Mulheres;2020;NO;Norte;0,00319;2,65716;0,01583;94.792;1.500;470.443;0,98042;3.324.355;35,07
50;Mulheres;2020;NO;Norte;0,00484;2,65854;0,02393;93.291;2.232;461.230;0,97092;2.853.912;30,59
55;Mulheres;2020;NO;Norte;0,00716;2,6699;0,03524;91.059;3.209;447.820;0,95474;2.392.682;26,28
60;Mulheres;2020;NO;Norte;0,01175;2,67122;0,05719;87.851;5.024;427.552;0,92798;1.944.862;22,14
65;Mulheres;2020;NO;Norte;0,01833;2,61136;0,08781;82.826;7.273;396.759;0,90056;1.517.310;18,32
70;Mulheres;2020;NO;Norte;0,02409;2,62279;0,11393;75.553;8.608;357.305;0,85233;1.120.551;14,83
75;Mulheres;2020;NO;Norte;0,04205;2,64257;0,19129;66.946;12.806;304.540;0,75578;763.246;11,4
80;Mulheres;2020;NO;Norte;0,07272;2,57831;0,30917;54.140;16.738;230.164;0,61526;458.706;8,47
85;Mulheres;2020;NO;Norte;0,12672;2,4702;0,47979;37.401;17.945;141.611;0,38037;228.542;6,11
90;Mulheres;2020;NO;Norte;0,22382;4,46795;1;19.457;19.457;86.931; -   ;86.931;4,47
0;Homens;2020;NO;Norte;0,0161;0,08811;0,01586;100.000;1.586;98.553;0,98306;6.953.966;69,54
1;Homens;2020;NO;Norte;0,00072;1,60518;0,00287;98.414;282;392.979;0,99736;6.855.412;69,66
5;Homens;2020;NO;Norte;0,00033;2,38435;0,00166;98.132;163;490.233;0,9983;6.462.433;65,85
10;Homens;2020;NO;Norte;0,00042;2,86081;0,00212;97.969;208;489.400;0,99486;5.972.201;60,96
15;Homens;2020;NO;Norte;0,00188;2,90296;0,00937;97.761;916;486.884;0,98741;5.482.800;56,08
20;Homens;2020;NO;Norte;0,00299;2,58838;0,01487;96.845;1.440;480.752;0,98496;4.995.916;51,59
25;Homens;2020;NO;Norte;0,00296;2,50466;0,01471;95.405;1.403;473.524;0,98491;4.515.164;47,33
30;Homens;2020;NO;Norte;0,00315;2,53289;0,01565;94.002;1.471;466.379;0,98344;4.041.640;43
35;Homens;2020;NO;Norte;0,00358;2,56589;0,01775;92.531;1.643;458.654;0,98025;3.575.261;38,64
40;Homens;2020;NO;Norte;0,00449;2,59922;0,02219;90.888;2.017;449.597;0,97438;3.116.607;34,29
45;Homens;2020;NO;Norte;0,00603;2,62467;0,02973;88.871;2.642;438.079;0,96445;2.667.010;30,01
50;Homens;2020;NO;Norte;0,00867;2,64168;0,04247;86.229;3.663;422.507;0,94807;2.228.931;25,85
55;Homens;2020;NO;Norte;0,01298;2,64116;0,06299;82.566;5.201;400.564;0,92341;1.806.425;21,88
60;Homens;2020;NO;Norte;0,01944;2,64326;0,09292;77.366;7.189;369.886;0,88241;1.405.861;18,17
65;Homens;2020;NO;Norte;0,03136;2,60739;0,14588;70.177;10.237;326.391;0,82852;1.035.974;14,76
70;Homens;2020;NO;Norte;0,04453;2,56868;0,20091;59.940;12.042;270.420;0,75845;709.583;11,84
75;Homens;2020;NO;Norte;0,06808;2,5372;0,29151;47.898;13.963;205.100;0,65298;439.163;9,17
80;Homens;2020;NO;Norte;0,10517;2,46192;0,41505;33.935;14.085;133.926;0,51911;234.063;6,9
85;Homens;2020;NO;Norte;0,16232;2,36568;0,5685;19.850;11.285;69.523;0,30572;100.137;5,04
90;Homens;2020;NO;Norte;0,27978;3,57422;1;8.565;8.565;30.614; -   ;30.614;3,57
0;Mulheres;2021;NO;Norte;0,01382;0,09094;0,01365;100.000;1.365;98.760;0,9853;7.535.103;75,35
1;Mulheres;2021;NO;Norte;0,00066;1,50179;0,00265;98.635;261;393.889;0,99768;7.436.344;75,39
5;Mulheres;2021;NO;Norte;0,00028;2,33774;0,0014;98.374;137;491.505;0,99861;7.042.454;71,59
10;Mulheres;2021;NO;Norte;0,00032;2,66041;0,00159;98.237;156;490.820;0,99775;6.550.949;66,69
15;Mulheres;2021;NO;Norte;0,00061;2,67879;0,00302;98.081;297;489.717;0,99658;6.060.129;61,79
20;Mulheres;2021;NO;Norte;0,00075;2,61145;0,00376;97.784;368;488.044;0,99556;5.570.412;56,97
25;Mulheres;2021;NO;Norte;0,00104;2,61975;0,0052;97.417;506;485.880;0,99409;5.082.368;52,17
30;Mulheres;2021;NO;Norte;0,00135;2,63751;0,00674;96.911;653;483.010;0,99167;4.596.488;47,43
35;Mulheres;2021;NO;Norte;0,00204;2,65005;0,01017;96.258;979;478.987;0,98799;4.113.478;42,73
40;Mulheres;2021;NO;Norte;0,00284;2,64471;0,01408;95.279;1.342;473.232;0,98277;3.634.490;38,15
45;Mulheres;2021;NO;Norte;0,00421;2,64878;0,02085;93.937;1.959;465.078;0,975;3.161.258;33,65
50;Mulheres;2021;NO;Norte;0,00604;2,64996;0,02978;91.978;2.739;453.453;0,96327;2.696.179;29,31
55;Mulheres;2021;NO;Norte;0,00919;2,65853;0,04498;89.239;4.014;436.797;0,94414;2.242.726;25,13
60;Mulheres;2021;NO;Norte;0,01417;2,65141;0,06858;85.225;5.845;412.399;0,91408;1.805.929;21,19
65;Mulheres;2021;NO;Norte;0,0219;2,58535;0,104;79.380;8.256;376.966;0,88675;1.393.530;17,56
70;Mulheres;2021;NO;Norte;0,02658;2,597;0,12491;71.124;8.884;334.273;0,84034;1.016.564;14,29
75;Mulheres;2021;NO;Norte;0,04551;2,63004;0,20539;62.240;12.783;280.905;0,73944;682.291;10,96
80;Mulheres;2021;NO;Norte;0,0782;2,56382;0,32844;49.457;16.244;207.711;0,59449;401.386;8,12
85;Mulheres;2021;NO;Norte;0,13513;2,4481;0,5024;33.213;16.686;123.483;0,36242;193.675;5,83
90;Mulheres;2021;NO;Norte;0,23545;4,24717;1;16.527;16.527;70.191; -   ;70.191;4,25
0;Homens;2021;NO;Norte;0,01784;0,09298;0,01756;100.000;1.756;98.407;0,98133;6.845.090;68,45
1;Homens;2021;NO;Norte;0,00077;1,60008;0,00306;98.244;301;392.255;0,99731;6.746.683;68,67
5;Homens;2021;NO;Norte;0,00029;2,36335;0,00145;97.944;142;489.344;0,99844;6.354.428;64,88
10;Homens;2021;NO;Norte;0,00041;2,88314;0,00206;97.802;201;488.583;0,99504;5.865.083;59,97
15;Homens;2021;NO;Norte;0,00183;2,92592;0,00911;97.601;889;486.159;0,98703;5.376.500;55,09
20;Homens;2021;NO;Norte;0,00324;2,6187;0,01609;96.712;1.556;479.852;0,98333;4.890.341;50,57
25;Homens;2021;NO;Norte;0,00334;2,50938;0,01656;95.156;1.576;471.853;0,98314;4.410.489;46,35
30;Homens;2021;NO;Norte;0,00351;2,54048;0,01739;93.580;1.627;463.898;0,98111;3.938.636;42,09
35;Homens;2021;NO;Norte;0,0042;2,57698;0,02079;91.953;1.912;455.133;0,97675;3.474.738;37,79
40;Homens;2021;NO;Norte;0,00529;2,59567;0,02613;90.041;2.353;444.549;0,97014;3.019.605;33,54
45;Homens;2021;NO;Norte;0,00701;2,62956;0,03447;87.688;3.023;431.276;0,95756;2.575.056;29,37
50;Homens;2021;NO;Norte;0,01057;2,62904;0,05157;84.665;4.366;412.975;0,93976;2.143.780;25,32
55;Homens;2021;NO;Norte;0,01447;2,61518;0,06996;80.299;5.618;388.099;0,91595;1.730.806;21,55
60;Homens;2021;NO;Norte;0,02124;2,62548;0,1011;74.682;7.550;355.479;0,87519;1.342.707;17,98
65;Homens;2021;NO;Norte;0,03269;2,58661;0,1515;67.131;10.170;311.111;0,82556;987.228;14,71
70;Homens;2021;NO;Norte;0,04464;2,56077;0,20127;56.961;11.464;256.840;0,75783;676.117;11,87
75;Homens;2021;NO;Norte;0,06838;2,53268;0,29255;45.496;13.310;194.642;0,65496;419.277;9,22
80;Homens;2021;NO;Norte;0,10347;2,46403;0,4098;32.186;13.190;127.482;0,52203;224.635;6,98
85;Homens;2021;NO;Norte;0,16192;2,36142;0,56725;18.996;10.776;66.549;0,31501;97.153;5,11
90;Homens;2021;NO;Norte;0,26861;3,72282;1;8.221;8.221;30.604; -   ;30.604;3,72
0;Mulheres;2022;NO;Norte;0,01379;0,09086;0,01362;100.000;1.362;98.762;0,98518;7.833.632;78,34
1;Mulheres;2022;NO;Norte;0,00073;1,50183;0,00293;98.638;289;393.829;0,99769;7.734.870;78,42
5;Mulheres;2022;NO;Norte;0,00022;2,33864;0,00111;98.349;109;491.452;0,99866;7.341.041;74,64
10;Mulheres;2022;NO;Norte;0,00035;2,67871;0,00176;98.239;173;490.794;0,99781;6.849.590;69,72
15;Mulheres;2022;NO;Norte;0,00053;2,64051;0,00263;98.066;258;489.721;0,99694;6.358.796;64,84
20;Mulheres;2022;NO;Norte;0,0007;2,59419;0,00347;97.808;340;488.222;0,99618;5.869.075;60,01
25;Mulheres;2022;NO;Norte;0,00083;2,57795;0,00416;97.468;406;486.358;0,99541;5.380.853;55,21
30;Mulheres;2022;NO;Norte;0,00102;2,59929;0,00509;97.062;494;484.126;0,99417;4.894.496;50,43
35;Mulheres;2022;NO;Norte;0,00136;2,6449;0,00677;96.568;653;481.303;0,99156;4.410.370;45,67
40;Mulheres;2022;NO;Norte;0,00207;2,643;0,01032;95.915;989;477.243;0,98806;3.929.066;40,96
45;Mulheres;2022;NO;Norte;0,00275;2,62548;0,01368;94.926;1.298;471.546;0,98375;3.451.823;36,36
50;Mulheres;2022;NO;Norte;0,00389;2,64257;0,01928;93.627;1.805;463.881;0,97673;2.980.278;31,83
55;Mulheres;2022;NO;Norte;0,00567;2,65776;0,028;91.822;2.571;453.088;0,96521;2.516.397;27,41
60;Mulheres;2022;NO;Norte;0,00878;2,67598;0,04304;89.251;3.841;437.327;0,94461;2.063.309;23,12
65;Mulheres;2022;NO;Norte;0,01442;2,65921;0,06974;85.409;5.957;413.104;0,91506;1.625.982;19,04
70;Mulheres;2022;NO;Norte;0,02179;2,66266;0,10366;79.453;8.236;378.014;0,86293;1.212.878;15,27
75;Mulheres;2022;NO;Norte;0,03914;2,65922;0,17928;71.217;12.768;326.198;0,76806;834.864;11,72
80;Mulheres;2022;NO;Norte;0,0692;2,59441;0,29662;58.449;17.337;250.540;0,62633;508.666;8,7
85;Mulheres;2022;NO;Norte;0,12302;2,48035;0,46955;41.112;19.304;156.920;0,39208;258.126;6,28
90;Mulheres;2022;NO;Norte;0,21548;4,64078;1;21.808;21.808;101.205; -   ;101.205;4,64
0;Homens;2022;NO;Norte;0,01624;0,08851;0,016;100.000;1.600;98.541;0,98258;7.188.213;71,88
1;Homens;2022;NO;Norte;0,0009;1,60476;0,00361;98.400;355;392.748;0,99705;7.089.671;72,05
5;Homens;2022;NO;Norte;0,00029;2,33059;0,00146;98.044;144;489.839;0,99843;6.696.924;68,3
10;Homens;2022;NO;Norte;0,00042;2,86799;0,00209;97.901;205;489.068;0,99522;6.207.085;63,4
15;Homens;2022;NO;Norte;0,00172;2,91089;0,00857;97.696;838;486.730;0,98779;5.718.017;58,53
20;Homens;2022;NO;Norte;0,00306;2,61968;0,0152;96.858;1.472;480.787;0,98422;5.231.287;54,01
25;Homens;2022;NO;Norte;0,00315;2,49805;0,01564;95.386;1.492;473.198;0,98441;4.750.500;49,8
30;Homens;2022;NO;Norte;0,00313;2,49793;0,01553;93.894;1.459;465.822;0,98436;4.277.302;45,55
35;Homens;2022;NO;Norte;0,00322;2,53446;0,01597;92.436;1.477;458.538;0,98275;3.811.480;41,23
40;Homens;2022;NO;Norte;0,00382;2,57734;0,0189;90.959;1.719;450.631;0,97882;3.352.941;36,86
45;Homens;2022;NO;Norte;0,00485;2,61023;0,02397;89.240;2.139;441.088;0,97174;2.902.311;32,52
50;Homens;2022;NO;Norte;0,0068;2,63773;0,03345;87.101;2.914;428.622;0,95935;2.461.223;28,26
55;Homens;2022;NO;Norte;0,01005;2,64442;0,0491;84.187;4.134;411.199;0,94006;2.032.601;24,14
60;Homens;2022;NO;Norte;0,01503;2,6399;0,0726;80.053;5.812;386.551;0,9108;1.621.402;20,25
65;Homens;2022;NO;Norte;0,02287;2,62307;0,10845;74.242;8.051;352.072;0,8691;1.234.851;16,63
70;Homens;2022;NO;Norte;0,03412;2,60835;0,15771;66.191;10.439;305.987;0,80552;882.780;13,34
75;Homens;2022;NO;Norte;0,05411;2,57967;0,23921;55.752;13.337;246.479;0,70949;576.793;10,35
80;Homens;2022;NO;Norte;0,0859;2,52364;0,35418;42.415;15.022;174.874;0,57157;330.313;7,79
85;Homens;2022;NO;Norte;0,14309;2,41236;0,52213;27.393;14.303;99.953;0,35696;155.439;5,67
90;Homens;2022;NO;Norte;0,23592;4,2388;1;13.090;13.090;55.486; -   ;55.486;4,24
0;Mulheres;2023;NO;Norte;0,01406;0,09165;0,01388;100.000;1.388;98.739;0,98477;7.901.588;79,02
1;Mulheres;2023;NO;Norte;0,00081;1,5014;0,00325;98.612;321;393.645;0,99731;7.802.849;79,13
5;Mulheres;2023;NO;Norte;0,00029;2,28221;0,00147;98.291;145;491.061;0,99861;7.409.204;75,38
10;Mulheres;2023;NO;Norte;0,0003;2,61445;0,00151;98.146;148;490.377;0,998;6.918.143;70,49
15;Mulheres;2023;NO;Norte;0,00051;2,63658;0,00255;97.998;250;489.397;0,99724;6.427.765;65,59
20;Mulheres;2023;NO;Norte;0,00059;2,58263;0,00293;97.747;286;488.046;0,99666;5.938.368;60,75
25;Mulheres;2023;NO;Norte;0,00077;2,61007;0,00382;97.461;372;486.418;0,99562;5.450.322;55,92
30;Mulheres;2023;NO;Norte;0,001;2,61536;0,005;97.089;485;484.289;0,9942;4.963.904;51,13
35;Mulheres;2023;NO;Norte;0,00134;2,62284;0,0067;96.604;647;481.482;0,99218;4.479.615;46,37
40;Mulheres;2023;NO;Norte;0,00183;2,63672;0,00912;95.957;875;477.717;0,98902;3.998.133;41,67
45;Mulheres;2023;NO;Norte;0,00264;2,642;0,01312;95.082;1.247;472.470;0,98442;3.520.417;37,03
50;Mulheres;2023;NO;Norte;0,00372;2,64749;0,01842;93.835;1.729;465.108;0,97745;3.047.947;32,48
55;Mulheres;2023;NO;Norte;0,00556;2,66167;0,02745;92.106;2.528;454.620;0,96594;2.582.839;28,04
60;Mulheres;2023;NO;Norte;0,00854;2,66493;0,04185;89.578;3.749;439.137;0,94747;2.128.218;23,76
65;Mulheres;2023;NO;Norte;0,01337;2,64844;0,06479;85.829;5.561;416.068;0,92176;1.689.081;19,68
70;Mulheres;2023;NO;Norte;0,0199;2,66465;0,09508;80.268;7.632;383.517;0,87372;1.273.013;15,86
75;Mulheres;2023;NO;Norte;0,03595;2,6675;0,16583;72.636;12.045;335.086;0,78463;889.496;12,25
80;Mulheres;2023;NO;Norte;0,0637;2,60926;0,27639;60.591;16.747;262.919;0,6478;554.409;9,15
85;Mulheres;2023;NO;Norte;0,11483;2,4996;0,44607;43.844;19.558;170.320;0,41569;291.491;6,65
90;Mulheres;2023;NO;Norte;0,20043;4,98919;1;24.287;24.287;121.171; -   ;121.171;4,99
0;Homens;2023;NO;Norte;0,01771;0,0926;0,01743;100.000;1.743;98.419;0,9812;7.259.074;72,59
1;Homens;2023;NO;Norte;0,0009;1,60048;0,0036;98.257;354;392.181;0,99676;7.160.656;72,88
5;Homens;2023;NO;Norte;0,00039;2,31993;0,00193;97.904;189;489.012;0,99823;6.768.475;69,13
10;Homens;2023;NO;Norte;0,0004;2,79385;0,00199;97.715;194;488.144;0,99558;6.279.463;64,26
15;Homens;2023;NO;Norte;0,00159;2,90832;0,00792;97.520;773;485.984;0,98864;5.791.319;59,39
20;Homens;2023;NO;Norte;0,00287;2,62849;0,01427;96.747;1.381;480.463;0,98501;5.305.334;54,84
25;Homens;2023;NO;Norte;0,00303;2,50897;0,01505;95.367;1.435;473.259;0,98479;4.824.872;50,59
30;Homens;2023;NO;Norte;0,00309;2,50277;0,01534;93.932;1.441;466.060;0,98456;4.351.612;46,33
35;Homens;2023;NO;Norte;0,00317;2,5323;0,01572;92.491;1.454;458.864;0,9831;3.885.553;42,01
40;Homens;2023;NO;Norte;0,00373;2,57811;0,01847;91.036;1.681;451.109;0,9792;3.426.689;37,64
45;Homens;2023;NO;Norte;0,00479;2,61322;0,02366;89.355;2.114;441.728;0,97198;2.975.580;33,3
50;Homens;2023;NO;Norte;0,00673;2,62902;0,03313;87.241;2.891;429.349;0,96066;2.533.852;29,04
55;Homens;2023;NO;Norte;0,00951;2,63169;0,04651;84.350;3.923;412.460;0,94393;2.104.502;24,95
60;Homens;2023;NO;Norte;0,01393;2,63924;0,06744;80.427;5.424;389.332;0,91665;1.692.043;21,04
65;Homens;2023;NO;Norte;0,02133;2,61764;0,10149;75.003;7.612;356.882;0,8804;1.302.711;17,37
70;Homens;2023;NO;Norte;0,03033;2,61197;0,1414;67.391;9.529;314.200;0,82292;945.829;14,03
75;Homens;2023;NO;Norte;0,04944;2,5947;0,22094;57.862;12.784;258.561;0,73124;631.628;10,92
80;Homens;2023;NO;Norte;0,07834;2,54796;0,32859;45.078;14.812;189.070;0,59222;373.068;8,28
85;Homens;2023;NO;Norte;0,13624;2,42;0,50403;30.266;15.255;111.971;0,39145;183.997;6,08
90;Homens;2023;NO;Norte;0,20841;4,79831;1;15.011;15.011;72.026; -   ;72.026;4,8
0;Mulheres;2019;ND;Nordeste;0,01233;0,08659;0,0122;100.000;1.220;98.886;0,98709;7.951.590;79,52
1;Mulheres;2019;ND;Nordeste;0,00047;1,50415;0,00187;98.780;185;394.660;0,99827;7.852.704;79,5
5;Mulheres;2019;ND;Nordeste;0,00022;2,37215;0,0011;98.595;108;492.692;0,99886;7.458.044;75,64
10;Mulheres;2019;ND;Nordeste;0,00026;2,6505;0,00131;98.487;129;492.133;0,99825;6.965.352;70,72
15;Mulheres;2019;ND;Nordeste;0,00045;2,67288;0,00226;98.358;222;491.273;0,99733;6.473.219;65,81
20;Mulheres;2019;ND;Nordeste;0,0006;2,58211;0,00302;98.136;296;489.962;0,99681;5.981.947;60,96
25;Mulheres;2019;ND;Nordeste;0,00068;2,58287;0,00337;97.839;330;488.399;0,99611;5.491.985;56,13
30;Mulheres;2019;ND;Nordeste;0,00091;2,62771;0,00452;97.509;441;486.502;0,99468;5.003.586;51,31
35;Mulheres;2019;ND;Nordeste;0,00126;2,6523;0,00627;97.069;609;483.914;0,99222;4.517.084;46,53
40;Mulheres;2019;ND;Nordeste;0,00191;2,65022;0,00949;96.460;915;480.148;0,98882;4.033.170;41,81
45;Mulheres;2019;ND;Nordeste;0,00264;2,651;0,01311;95.545;1.252;474.781;0,9837;3.553.022;37,19
50;Mulheres;2019;ND;Nordeste;0,00404;2,65706;0,02001;94.292;1.887;467.041;0,97591;3.078.241;32,65
55;Mulheres;2019;ND;Nordeste;0,00584;2,65449;0,02879;92.405;2.660;455.787;0,96428;2.611.201;28,26
60;Mulheres;2019;ND;Nordeste;0,00899;2,66653;0,04403;89.745;3.951;439.506;0,94425;2.155.413;24,02
65;Mulheres;2019;ND;Nordeste;0,0142;2,63057;0,0687;85.794;5.894;415.004;0,92059;1.715.908;20
70;Mulheres;2019;ND;Nordeste;0,01939;2,64488;0,09273;79.900;7.409;382.050;0,87796;1.300.904;16,28
75;Mulheres;2019;ND;Nordeste;0,03456;2,66845;0,15993;72.491;11.593;335.424;0,79135;918.854;12,68
80;Mulheres;2019;ND;Nordeste;0,0615;2,60809;0,26808;60.898;16.325;265.439;0,6619;583.430;9,58
85;Mulheres;2019;ND;Nordeste;0,10741;2,50067;0,42339;44.572;18.871;175.695;0,44748;317.990;7,13
90;Mulheres;2019;ND;Nordeste;0,18062;5,53657;1;25.701;25.701;142.295; -   ;142.295;5,54
0;Homens;2019;ND;Nordeste;0,01473;0,08428;0,01453;100.000;1.453;98.669;0,98459;7.217.487;72,17
1;Homens;2019;ND;Nordeste;0,0006;1,60919;0,00239;98.547;236;393.624;0,99778;7.118.818;72,24
5;Homens;2019;ND;Nordeste;0,00028;2,41036;0,00139;98.311;137;491.202;0,9985;6.725.194;68,41
10;Homens;2019;ND;Nordeste;0,0004;2,91559;0,00199;98.174;196;490.464;0,99459;6.233.993;63,5
15;Homens;2019;ND;Nordeste;0,00206;2,92447;0,01024;97.979;1.003;487.812;0,98649;5.743.529;58,62
20;Homens;2019;ND;Nordeste;0,00312;2,5654;0,01549;96.976;1.502;481.221;0,9848;5.255.717;54,2
25;Homens;2019;ND;Nordeste;0,0029;2,48689;0,01441;95.473;1.376;473.909;0,98541;4.774.495;50,01
30;Homens;2019;ND;Nordeste;0,00302;2,5219;0,01498;94.097;1.409;466.994;0,9844;4.300.587;45,7
35;Homens;2019;ND;Nordeste;0,00332;2,55864;0,01649;92.688;1.528;459.709;0,98173;3.833.592;41,36
40;Homens;2019;ND;Nordeste;0,00413;2,59521;0,02047;91.160;1.866;451.312;0,97655;3.373.884;37,01
45;Homens;2019;ND;Nordeste;0,00547;2,61949;0,02701;89.294;2.412;440.729;0,96783;2.922.572;32,73
50;Homens;2019;ND;Nordeste;0,00775;2,62179;0,03804;86.882;3.305;426.551;0,95555;2.481.843;28,57
55;Homens;2019;ND;Nordeste;0,01061;2,61885;0,05174;83.577;4.324;407.589;0,93824;2.055.292;24,59
60;Homens;2019;ND;Nordeste;0,01524;2,62426;0,07355;79.253;5.829;382.416;0,91097;1.647.703;20,79
65;Homens;2019;ND;Nordeste;0,02244;2,60114;0,10645;73.424;7.816;348.370;0,87644;1.265.287;17,23
70;Homens;2019;ND;Nordeste;0,031;2,6;0,14425;65.608;9.464;305.325;0,82177;916.917;13,98
75;Homens;2019;ND;Nordeste;0,04943;2,59636;0,22092;56.144;12.403;250.906;0,72696;611.592;10,89
80;Homens;2019;ND;Nordeste;0,0807;2,53364;0,33652;43.741;14.720;182.399;0,59617;360.686;8,25
85;Homens;2019;ND;Nordeste;0,1302;2,43164;0,48786;29.021;14.158;108.742;0,39007;178.287;6,14
90;Homens;2019;ND;Nordeste;0,21371;4,67916;1;14.863;14.863;69.545; -   ;69.545;4,68
0;Mulheres;2020;ND;Nordeste;0,01174;0,08484;0,01161;100.000;1.161;98.937;0,98774;7.817.569;78,18
1;Mulheres;2020;ND;Nordeste;0,00043;1,5051;0,00172;98.839;170;394.931;0,99843;7.718.632;78,09
5;Mulheres;2020;ND;Nordeste;0,00019;2,37314;0,00096;98.669;95;493.095;0,99899;7.323.701;74,23
10;Mulheres;2020;ND;Nordeste;0,00024;2,70196;0,00121;98.574;119;492.596;0,99819;6.830.606;69,29
15;Mulheres;2020;ND;Nordeste;0,00051;2,71243;0,00254;98.455;250;491.702;0,99699;6.338.010;64,37
20;Mulheres;2020;ND;Nordeste;0,00067;2,57516;0,00336;98.205;330;490.223;0,9965;5.846.308;59,53
25;Mulheres;2020;ND;Nordeste;0,00073;2,59043;0,00367;97.875;359;488.508;0,99564;5.356.085;54,72
30;Mulheres;2020;ND;Nordeste;0,00105;2,64288;0,00522;97.516;509;486.378;0,99379;4.867.577;49,92
35;Mulheres;2020;ND;Nordeste;0,00147;2,6525;0,00734;97.006;712;483.360;0,99096;4.381.199;45,16
40;Mulheres;2020;ND;Nordeste;0,00221;2,65793;0,01099;96.294;1.058;478.991;0,98668;3.897.839;40,48
45;Mulheres;2020;ND;Nordeste;0,00322;2,65242;0,01596;95.236;1.520;472.611;0,98053;3.418.848;35,9
50;Mulheres;2020;ND;Nordeste;0,00474;2,64692;0,02345;93.716;2.198;463.408;0,97188;2.946.237;31,44
55;Mulheres;2020;ND;Nordeste;0,00683;2,65372;0,03359;91.518;3.074;450.378;0,95805;2.482.829;27,13
60;Mulheres;2020;ND;Nordeste;0,01062;2,6569;0,0518;88.444;4.582;431.485;0,93583;2.032.450;22,98
65;Mulheres;2020;ND;Nordeste;0,01612;2,61636;0,07761;83.862;6.509;403.796;0,91086;1.600.966;19,09
70;Mulheres;2020;ND;Nordeste;0,02181;2,63548;0,1037;77.353;8.021;367.800;0,86466;1.197.169;15,48
75;Mulheres;2020;ND;Nordeste;0,03841;2,65582;0,1762;69.332;12.216;318.023;0,77237;829.369;11,96
80;Mulheres;2020;ND;Nordeste;0,06765;2,596;0,29094;57.116;16.617;245.631;0,63292;511.345;8,95
85;Mulheres;2020;ND;Nordeste;0,11979;2,47461;0,45983;40.498;18.622;155.464;0,41492;265.714;6,56
90;Mulheres;2020;ND;Nordeste;0,19842;5,0398;1;21.876;21.876;110.251; -   ;110.251;5,04
0;Homens;2020;ND;Nordeste;0,01416;0,08268;0,01398;100.000;1.398;98.718;0,98539;7.006.851;70,07
1;Homens;2020;ND;Nordeste;0,00046;1,61087;0,00183;98.602;180;393.979;0,99821;6.908.133;70,06
5;Homens;2020;ND;Nordeste;0,00024;2,45962;0,00119;98.422;117;491.815;0,99864;6.514.154;66,19
10;Homens;2020;ND;Nordeste;0,00038;2,96869;0,0019;98.306;187;491.148;0,9943;6.022.339;61,26
15;Homens;2020;ND;Nordeste;0,00226;2,96513;0,01125;98.118;1.104;488.346;0,98464;5.531.191;56,37
20;Homens;2020;ND;Nordeste;0,00363;2,58049;0,01801;97.014;1.747;480.846;0,9821;5.042.845;51,98
25;Homens;2020;ND;Nordeste;0,00345;2,48522;0,0171;95.268;1.629;472.241;0,98288;4.562.000;47,89
30;Homens;2020;ND;Nordeste;0,0035;2,51741;0,01736;93.638;1.626;464.155;0,98189;4.089.759;43,68
35;Homens;2020;ND;Nordeste;0,00388;2,56258;0,01924;92.012;1.770;455.747;0,97847;3.625.604;39,4
40;Homens;2020;ND;Nordeste;0,00492;2,59517;0,0243;90.242;2.193;445.937;0,97231;3.169.856;35,13
45;Homens;2020;ND;Nordeste;0,00644;2,61749;0,03173;88.049;2.793;433.591;0,96206;2.723.919;30,94
