IDADE;SEXO;ANO;SIGLA;LOCAL;nMx;nAx;nqx;lx;ndx;nLx;Sx;Tx;ex
15;Homens;2021;SD;Sudeste;0,00116;2,93724;0,00579;98.454;571;491.094;0,9917;5.470.526;55,56
20;Homens;2021;SD;Sudeste;0,00209;2,64248;0,01041;97.884;1.019;487.015;0,98878;4.979.432;50,87
25;Homens;2021;SD;Sudeste;0,00235;2,55398;0,01169;96.864;1.132;481.553;0,98741;4.492.417;46,38
30;Homens;2021;SD;Sudeste;0,00278;2,59551;0,01379;95.732;1.320;475.488;0,98386;4.010.864;41,9
35;Homens;2021;SD;Sudeste;0,00382;2,62522;0,01894;94.412;1.788;467.815;0,97781;3.535.376;37,45
40;Homens;2021;SD;Sudeste;0,00526;2,63768;0,02598;92.624;2.407;457.436;0,96829;3.067.560;33,12
45;Homens;2021;SD;Sudeste;0,0078;2,63909;0,03831;90.218;3.456;442.929;0,95437;2.610.125;28,93
50;Homens;2021;SD;Sudeste;0,01109;2,63381;0,05403;86.762;4.688;422.716;0,93392;2.167.196;24,98
55;Homens;2021;SD;Sudeste;0,01657;2,6175;0,0797;82.074;6.542;394.785;0,90652;1.744.480;21,25
60;Homens;2021;SD;Sudeste;0,023;2,59725;0,10899;75.532;8.233;357.881;0,8701;1.349.695;17,87
65;Homens;2021;SD;Sudeste;0,03326;2,57617;0,1539;67.300;10.358;311.394;0,82123;991.814;14,74
70;Homens;2021;SD;Sudeste;0,04624;2,54889;0,20767;56.942;11.825;255.726;0,75678;680.421;11,95
75;Homens;2021;SD;Sudeste;0,06679;2,51977;0,28648;45.117;12.925;193.528;0,66496;424.695;9,41
80;Homens;2021;SD;Sudeste;0,09915;2,47086;0,39636;32.192;12.760;128.689;0,53501;231.167;7,18
85;Homens;2021;SD;Sudeste;0,15651;2,3727;0,55453;19.432;10.776;68.850;0,32814;102.478;5,27
90;Homens;2021;SD;Sudeste;0,25742;3,88468;1;8.656;8.656;33.628; -   ;33.628;3,88
0;Mulheres;2022;SD;Sudeste;0,0108;0,08207;0,01069;100.000;1.069;99.019;0,98853;7.893.862;78,94
1;Mulheres;2022;SD;Sudeste;0,00049;1,5066;0,00194;98.931;192;395.245;0,99832;7.794.843;78,79
5;Mulheres;2022;SD;Sudeste;0,0002;2,3011;0,00098;98.739;97;493.433;0,99909;7.399.598;74,94
10;Mulheres;2022;SD;Sudeste;0,0002;2,65224;0,00098;98.642;97;492.982;0,99855;6.906.165;70,01
15;Mulheres;2022;SD;Sudeste;0,00041;2,72457;0,00205;98.545;202;492.267;0,99751;6.413.182;65,08
20;Mulheres;2022;SD;Sudeste;0,00058;2,61605;0,00289;98.344;284;491.040;0,99676;5.920.915;60,21
25;Mulheres;2022;SD;Sudeste;0,00072;2,59954;0,00359;98.059;352;489.451;0,9959;5.429.875;55,37
30;Mulheres;2022;SD;Sudeste;0,00094;2,61515;0,00469;97.707;459;487.443;0,99458;4.940.424;50,56
35;Mulheres;2022;SD;Sudeste;0,00126;2,6404;0,00629;97.249;611;484.801;0,99233;4.452.981;45,79
40;Mulheres;2022;SD;Sudeste;0,00187;2,65852;0,0093;96.637;899;481.082;0,98864;3.968.180;41,06
45;Mulheres;2022;SD;Sudeste;0,00275;2,64906;0,01366;95.738;1.308;475.616;0,98365;3.487.098;36,42
50;Mulheres;2022;SD;Sudeste;0,00393;2,65491;0,01947;94.430;1.838;467.841;0,97587;3.011.482;31,89
55;Mulheres;2022;SD;Sudeste;0,00602;2,66693;0,02966;92.592;2.747;456.552;0,96306;2.543.641;27,47
60;Mulheres;2022;SD;Sudeste;0,0093;2,66634;0,0455;89.845;4.088;439.686;0,94267;2.087.088;23,23
65;Mulheres;2022;SD;Sudeste;0,01467;2,64697;0,07091;85.757;6.081;414.477;0,91432;1.647.402;19,21
70;Mulheres;2022;SD;Sudeste;0,0218;2,65008;0,1037;79.676;8.262;378.966;0,86596;1.232.925;15,47
75;Mulheres;2022;SD;Sudeste;0,0375;2,65146;0,17231;71.414;12.306;328.171;0,77797;853.959;11,96
80;Mulheres;2022;SD;Sudeste;0,06563;2,59854;0,28346;59.109;16.755;255.308;0,64358;525.788;8,9
85;Mulheres;2022;SD;Sudeste;0,11599;2,50981;0,44998;42.354;19.059;164.311;0,39252;270.480;6,39
90;Mulheres;2022;SD;Sudeste;0,21942;4,55754;1;23.295;23.295;106.170; -   ;106.170;4,56
0;Homens;2022;SD;Sudeste;0,01257;0,07823;0,01243;100.000;1.243;98.854;0,98678;7.263.550;72,64
1;Homens;2022;SD;Sudeste;0,00052;1,61553;0,00209;98.757;206;394.537;0,99814;7.164.695;72,55
5;Homens;2022;SD;Sudeste;0,00022;2,3567;0,00109;98.551;107;492.472;0,9989;6.770.158;68,7
10;Homens;2022;SD;Sudeste;0,00027;2,83525;0,00136;98.444;134;491.929;0,99696;6.277.687;63,77
15;Homens;2022;SD;Sudeste;0,00109;2,90968;0,00544;98.310;535;490.432;0,99221;5.785.757;58,85
20;Homens;2022;SD;Sudeste;0,00197;2,63285;0,00979;97.775;957;486.609;0,98967;5.295.326;54,16
25;Homens;2022;SD;Sudeste;0,0021;2,52599;0,01047;96.818;1.013;481.582;0,98915;4.808.716;49,67
30;Homens;2022;SD;Sudeste;0,00228;2,54314;0,01132;95.804;1.084;476.359;0,98791;4.327.134;45,17
35;Homens;2022;SD;Sudeste;0,00265;2,59091;0,01316;94.720;1.246;470.599;0,98469;3.850.776;40,65
40;Homens;2022;SD;Sudeste;0,00362;2,62754;0,01792;93.474;1.675;463.396;0,9788;3.380.176;36,16
45;Homens;2022;SD;Sudeste;0,00506;2,64033;0,02502;91.799;2.297;453.574;0,96966;2.916.780;31,77
50;Homens;2022;SD;Sudeste;0,00746;2,65417;0,03666;89.502;3.281;439.813;0,9545;2.463.207;27,52
55;Homens;2022;SD;Sudeste;0,01144;2,64551;0,05568;86.221;4.801;419.802;0,9326;2.023.394;23,47
60;Homens;2022;SD;Sudeste;0,01682;2,63115;0,08086;81.420;6.583;391.507;0,90104;1.603.592;19,7
65;Homens;2022;SD;Sudeste;0,02539;2,60835;0,11969;74.837;8.957;352.763;0,85829;1.212.085;16,2
70;Homens;2022;SD;Sudeste;0,03646;2,58799;0,16758;65.880;11.040;302.772;0,79745;859.322;13,04
75;Homens;2022;SD;Sudeste;0,05578;2,56785;0,24558;54.840;13.467;241.446;0,70264;556.550;10,15
80;Homens;2022;SD;Sudeste;0,08821;2,51329;0,36171;41.373;14.965;169.650;0,56802;315.104;7,62
85;Homens;2022;SD;Sudeste;0,14364;2,42272;0,52414;26.408;13.841;96.365;0,33749;145.454;5,51
90;Homens;2022;SD;Sudeste;0,25599;3,90642;1;12.566;12.566;49.089; -   ;49.089;3,91
0;Mulheres;2023;SD;Sudeste;0,01067;0,08169;0,01056;100.000;1.056;99.030;0,98868;7.969.080;79,69
1;Mulheres;2023;SD;Sudeste;0,00047;1,5068;0,00188;98.944;186;395.310;0,9983;7.870.050;79,54
5;Mulheres;2023;SD;Sudeste;0,00022;2,30198;0,00108;98.757;106;493.500;0,99905;7.474.740;75,69
10;Mulheres;2023;SD;Sudeste;0,00019;2,6082;0,00096;98.651;94;493.029;0,99867;6.981.240;70,77
15;Mulheres;2023;SD;Sudeste;0,00036;2,72074;0,00182;98.557;179;492.375;0,9977;6.488.212;65,83
20;Mulheres;2023;SD;Sudeste;0,00055;2,63558;0,00277;98.378;272;491.245;0,99686;5.995.837;60,95
25;Mulheres;2023;SD;Sudeste;0,0007;2,59802;0,0035;98.105;343;489.703;0,99606;5.504.592;56,11
30;Mulheres;2023;SD;Sudeste;0,00089;2,61752;0,00446;97.762;436;487.774;0,99475;5.014.889;51,3
35;Mulheres;2023;SD;Sudeste;0,00124;2,64536;0,00619;97.327;603;485.214;0,99247;4.527.115;46,51
40;Mulheres;2023;SD;Sudeste;0,00182;2,64895;0,00905;96.724;875;481.562;0,98917;4.041.900;41,79
45;Mulheres;2023;SD;Sudeste;0,00259;2,6472;0,01285;95.849;1.232;476.346;0,98443;3.560.338;37,15
50;Mulheres;2023;SD;Sudeste;0,00378;2,65605;0,01874;94.617;1.773;468.931;0,97699;3.083.991;32,59
55;Mulheres;2023;SD;Sudeste;0,00568;2,6634;0,02802;92.845;2.602;458.143;0,96512;2.615.061;28,17
60;Mulheres;2023;SD;Sudeste;0,00877;2,66537;0,04295;90.243;3.876;442.164;0,94608;2.156.918;23,9
65;Mulheres;2023;SD;Sudeste;0,01371;2,64446;0,06641;86.366;5.736;418.321;0,92026;1.714.754;19,85
70;Mulheres;2023;SD;Sudeste;0,02011;2,65118;0,09603;80.630;7.743;384.965;0,87564;1.296.433;16,08
75;Mulheres;2023;SD;Sudeste;0,03464;2,65826;0,16022;72.887;11.678;337.090;0,79264;911.468;12,51
80;Mulheres;2023;SD;Sudeste;0,0608;2,60803;0,26539;61.209;16.244;267.192;0,6655;574.378;9,38
85;Mulheres;2023;SD;Sudeste;0,10687;2,52615;0,42261;44.965;19.003;177.816;0,42115;307.186;6,83
90;Mulheres;2023;SD;Sudeste;0,20068;4,98297;1;25.962;25.962;129.370; -   ;129.370;4,98
0;Homens;2023;SD;Sudeste;0,01265;0,07846;0,01251;100.000;1.251;98.847;0,98668;7.349.360;73,49
1;Homens;2023;SD;Sudeste;0,00054;1,61529;0,00214;98.749;211;394.493;0,9981;7.250.512;73,42
5;Homens;2023;SD;Sudeste;0,00022;2,36013;0,00111;98.538;109;492.401;0,99886;6.856.019;69,58
10;Homens;2023;SD;Sudeste;0,00028;2,82966;0,00142;98.429;140;491.840;0,99691;6.363.618;64,65
15;Homens;2023;SD;Sudeste;0,00108;2,8831;0,00541;98.289;531;490.321;0,99262;5.871.778;59,74
20;Homens;2023;SD;Sudeste;0,0018;2,62357;0,00898;97.758;878;486.703;0,9904;5.381.458;55,05
25;Homens;2023;SD;Sudeste;0,002;2,53732;0,00993;96.880;962;482.029;0,9896;4.894.755;50,52
30;Homens;2023;SD;Sudeste;0,0022;2,55235;0,01095;95.917;1.050;477.018;0,98813;4.412.726;46,01
35;Homens;2023;SD;Sudeste;0,00262;2,58975;0,01304;94.868;1.237;471.357;0,98505;3.935.708;41,49
40;Homens;2023;SD;Sudeste;0,00348;2,61876;0,01724;93.631;1.614;464.310;0,97979;3.464.352;37
45;Homens;2023;SD;Sudeste;0,0048;2,64047;0,02375;92.017;2.186;454.926;0,97099;3.000.042;32,6
50;Homens;2023;SD;Sudeste;0,00716;2,65186;0,0352;89.831;3.162;441.730;0,95687;2.545.115;28,33
55;Homens;2023;SD;Sudeste;0,0107;2,64125;0,05217;86.669;4.522;422.680;0,93698;2.103.385;24,27
60;Homens;2023;SD;Sudeste;0,01569;2,63549;0,07566;82.147;6.215;396.041;0,90666;1.680.706;20,46
65;Homens;2023;SD;Sudeste;0,02398;2,60934;0,11341;75.932;8.611;359.074;0,86689;1.284.665;16,92
70;Homens;2023;SD;Sudeste;0,03371;2,58652;0,15588;67.321;10.494;311.277;0,81248;925.590;13,75
75;Homens;2023;SD;Sudeste;0,05089;2,57381;0,2265;56.827;12.871;252.907;0,72544;614.313;10,81
80;Homens;2023;SD;Sudeste;0,07993;2,52392;0,33361;43.956;14.664;183.470;0,6032;361.406;8,22
85;Homens;2023;SD;Sudeste;0,12695;2,45262;0,47964;29.292;14.049;110.669;0,37804;177.937;6,07
90;Homens;2023;SD;Sudeste;0,22659;4,4132;1;15.242;15.242;67.267; -   ;67.267;4,41
0;Mulheres;2019;SU;Sul;0,00911;0,07709;0,00903;100.000;903;99.167;0,99047;7.998.038;79,98
1;Mulheres;2019;SU;Sul;0,00033;1,5093;0,0013;99.097;129;396.066;0,99872;7.898.871;79,71
5;Mulheres;2019;SU;Sul;0,00019;2,41779;0,00093;98.968;92;494.600;0,99902;7.502.805;75,81
10;Mulheres;2019;SU;Sul;0,00022;2,65786;0,00112;98.875;111;494.117;0,99847;7.008.205;70,88
15;Mulheres;2019;SU;Sul;0,0004;2,65336;0,002;98.764;197;493.359;0,9978;6.514.088;65,96
20;Mulheres;2019;SU;Sul;0,00047;2,57194;0,00235;98.567;232;492.273;0,99743;6.020.729;61,08
25;Mulheres;2019;SU;Sul;0,00057;2,60442;0,00283;98.335;278;491.010;0,99669;5.528.455;56,22
30;Mulheres;2019;SU;Sul;0,00078;2,64682;0,0039;98.057;382;489.385;0,99523;5.037.445;51,37
35;Mulheres;2019;SU;Sul;0,00116;2,65613;0,00577;97.674;563;487.052;0,99304;4.548.060;46,56
40;Mulheres;2019;SU;Sul;0,00167;2,66154;0,00833;97.111;809;483.664;0,98963;4.061.008;41,82
45;Mulheres;2019;SU;Sul;0,00255;2,65724;0,01269;96.302;1.222;478.647;0,98477;3.577.345;37,15
50;Mulheres;2019;SU;Sul;0,00365;2,65059;0,0181;95.080;1.721;471.356;0,97788;3.098.698;32,59
55;Mulheres;2019;SU;Sul;0,00546;2,6676;0,02694;93.359;2.515;460.928;0,96604;2.627.342;28,14
60;Mulheres;2019;SU;Sul;0,00862;2,66935;0,04224;90.844;3.838;445.274;0,94709;2.166.414;23,85
65;Mulheres;2019;SU;Sul;0,01341;2,64517;0,065;87.006;5.655;421.713;0,92188;1.721.140;19,78
70;Mulheres;2019;SU;Sul;0,01978;2,66125;0,09454;81.351;7.691;388.768;0,87508;1.299.426;15,97
75;Mulheres;2019;SU;Sul;0,03544;2,6696;0,16368;73.660;12.056;340.204;0,78586;910.659;12,36
80;Mulheres;2019;SU;Sul;0,06364;2,60996;0,2762;61.604;17.015;267.352;0,64918;570.455;9,26
85;Mulheres;2019;SU;Sul;0,11352;2,49364;0,44189;44.589;19.703;173.560;0,42739;303.103;6,8
90;Mulheres;2019;SU;Sul;0,1921;5,20562;1;24.885;24.885;129.544; -   ;129.544;5,21
0;Homens;2019;SU;Sul;0,01079;0,07322;0,01068;100.000;1.068;99.010;0,98865;7.364.660;73,65
1;Homens;2019;SU;Sul;0,00044;1,62079;0,00175;98.932;173;395.314;0,99839;7.265.651;73,44
5;Homens;2019;SU;Sul;0,00021;2,39286;0,00103;98.758;102;493.526;0,99894;6.870.337;69,57
10;Homens;2019;SU;Sul;0,00027;2,88051;0,00135;98.656;133;493.000;0,99655;6.376.811;64,64
15;Homens;2019;SU;Sul;0,00129;2,91507;0,00641;98.523;632;491.300;0,99145;5.883.811;59,72
20;Homens;2019;SU;Sul;0,002;2,58236;0,00996;97.892;975;487.100;0,99;5.392.511;55,09
25;Homens;2019;SU;Sul;0,00195;2,49756;0,0097;96.916;940;482.230;0,99022;4.905.411;50,61
30;Homens;2019;SU;Sul;0,00202;2,53934;0,01004;95.977;964;477.512;0,98915;4.423.182;46,09
35;Homens;2019;SU;Sul;0,0024;2,59134;0,01194;95.013;1.134;472.333;0,98627;3.945.669;41,53
40;Homens;2019;SU;Sul;0,0032;2,625;0,0159;93.879;1.493;465.849;0,98115;3.473.336;37
45;Homens;2019;SU;Sul;0,00452;2,64613;0,02235;92.386;2.065;457.069;0,97264;3.007.488;32,55
50;Homens;2019;SU;Sul;0,00676;2,6568;0,03328;90.321;3.006;444.562;0,95895;2.550.419;28,24
55;Homens;2019;SU;Sul;0,01026;2,65346;0,0501;87.315;4.375;426.311;0,93806;2.105.857;24,12
60;Homens;2019;SU;Sul;0,01565;2,63543;0,07545;82.941;6.258;399.906;0,90888;1.679.546;20,25
65;Homens;2019;SU;Sul;0,02299;2,61267;0,10896;76.683;8.355;363.468;0,86962;1.279.639;16,69
70;Homens;2019;SU;Sul;0,03382;2,60881;0,15645;68.328;10.690;316.077;0,80571;916.171;13,41
75;Homens;2019;SU;Sul;0,05435;2,57802;0,24013;57.638;13.841;254.667;0,71063;600.094;10,41
80;Homens;2019;SU;Sul;0,08469;2,52007;0,34996;43.797;15.327;180.975;0,57824;345.427;7,89
85;Homens;2019;SU;Sul;0,13959;2,41895;0,51308;28.470;14.607;104.647;0,36366;164.452;5,78
90;Homens;2019;SU;Sul;0,2318;4,31415;1;13.862;13.862;59.805; -   ;59.805;4,31
0;Mulheres;2020;SU;Sul;0,00832;0,07476;0,00825;100.000;825;99.236;0,99131;7.975.410;79,75
1;Mulheres;2020;SU;Sul;0,00029;1,51056;0,00114;99.175;113;396.417;0,999;7.876.173;79,42
5;Mulheres;2020;SU;Sul;0,00012;2,41429;0,00058;99.061;57;495.159;0,99928;7.479.757;75,51
10;Mulheres;2020;SU;Sul;0,00019;2,72909;0,00097;99.004;96;494.804;0,99868;6.984.598;70,55
15;Mulheres;2020;SU;Sul;0,00035;2,71067;0,00174;98.909;172;494.149;0,9978;6.489.794;65,61
20;Mulheres;2020;SU;Sul;0,00053;2,63509;0,00266;98.737;263;493.061;0,99699;5.995.645;60,72
25;Mulheres;2020;SU;Sul;0,00067;2,59593;0,00334;98.474;329;491.577;0,99626;5.502.584;55,88
30;Mulheres;2020;SU;Sul;0,00085;2,63219;0,00425;98.145;417;489.737;0,99478;5.011.007;51,06
35;Mulheres;2020;SU;Sul;0,00127;2,64864;0,00634;97.728;620;487.182;0,99253;4.521.270;46,26
40;Mulheres;2020;SU;Sul;0,00176;2,6513;0,00876;97.108;851;483.542;0,98912;4.034.088;41,54
45;Mulheres;2020;SU;Sul;0,00268;2,65372;0,0133;96.257;1.281;478.282;0,98416;3.550.546;36,89
50;Mulheres;2020;SU;Sul;0,00378;2,65246;0,01873;94.977;1.779;470.708;0,97684;3.072.264;32,35
55;Mulheres;2020;SU;Sul;0,00578;2,6741;0,02852;93.198;2.658;459.808;0,96375;2.601.556;27,91
60;Mulheres;2020;SU;Sul;0,00923;2,66364;0,0452;90.540;4.092;443.140;0,94432;2.141.748;23,66
65;Mulheres;2020;SU;Sul;0,01391;2,63297;0,06732;86.448;5.819;418.465;0,92004;1.698.608;19,65
70;Mulheres;2020;SU;Sul;0,02009;2,65499;0,09593;80.629;7.735;385.005;0,87376;1.280.143;15,88
75;Mulheres;2020;SU;Sul;0,03577;2,6678;0,16509;72.894;12.034;336.403;0,78412;895.138;12,28
80;Mulheres;2020;SU;Sul;0,06429;2,61067;0,27865;60.860;16.958;263.779;0,64478;558.735;9,18
85;Mulheres;2020;SU;Sul;0,11573;2,48891;0,44836;43.901;19.684;170.079;0,42338;294.956;6,72
90;Mulheres;2020;SU;Sul;0,19393;5,15649;1;24.218;24.218;124.877; -   ;124.877;5,16
0;Homens;2020;SU;Sul;0,00979;0,07039;0,0097;100.000;970;99.098;0,98982;7.293.656;72,94
1;Homens;2020;SU;Sul;0,00033;1,62375;0,00131;99.030;129;395.813;0,99877;7.194.558;72,65
5;Homens;2020;SU;Sul;0,00016;2,42966;0,0008;98.901;79;494.300;0,99912;6.798.746;68,74
10;Homens;2020;SU;Sul;0,00024;2,9132;0,00119;98.822;117;493.864;0,99693;6.304.445;63,8
15;Homens;2020;SU;Sul;0,00116;2,9539;0,00581;98.704;573;492.350;0,99153;5.810.582;58,87
20;Homens;2020;SU;Sul;0,00212;2,6059;0,01055;98.131;1.036;488.177;0,98958;5.318.232;54,2
25;Homens;2020;SU;Sul;0,00198;2,49663;0,00983;97.096;955;483.088;0,98991;4.830.055;49,75
30;Homens;2020;SU;Sul;0,00213;2,55581;0,01059;96.141;1.018;478.216;0,98829;4.346.966;45,21
35;Homens;2020;SU;Sul;0,00264;2,59536;0,01311;95.123;1.247;472.614;0,98509;3.868.750;40,67
40;Homens;2020;SU;Sul;0,00345;2,63183;0,01713;93.875;1.608;465.567;0,97909;3.396.136;36,18
45;Homens;2020;SU;Sul;0,00514;2,6533;0,02542;92.267;2.345;455.831;0,96905;2.930.569;31,76
50;Homens;2020;SU;Sul;0,00759;2,64831;0,03729;89.922;3.354;441.723;0,95447;2.474.738;27,52
55;Homens;2020;SU;Sul;0,01131;2,64504;0,05508;86.568;4.769;421.612;0,93244;2.033.015;23,48
60;Homens;2020;SU;Sul;0,01705;2,63286;0,08196;81.800;6.704;393.129;0,90031;1.611.403;19,7
65;Homens;2020;SU;Sul;0,02538;2,60242;0,11963;75.095;8.983;353.939;0,85962;1.218.274;16,22
70;Homens;2020;SU;Sul;0,03594;2,59402;0,16539;66.112;10.935;304.252;0,79634;864.336;13,07
75;Homens;2020;SU;Sul;0,05709;2,57103;0,2507;55.178;13.833;242.287;0,69742;560.083;10,15
80;Homens;2020;SU;Sul;0,08945;2,50284;0,36559;41.344;15.115;168.976;0,56788;317.796;7,69
85;Homens;2020;SU;Sul;0,14158;2,40994;0,51796;26.229;13.586;95.958;0,35521;148.820;5,67
90;Homens;2020;SU;Sul;0,23918;4,181;1;12.643;12.643;52.862; -   ;52.862;4,18
0;Mulheres;2021;SU;Sul;0,00871;0,07591;0,00864;100.000;864;99.202;0,99088;7.657.875;76,58
1;Mulheres;2021;SU;Sul;0,00031;1,50994;0,00124;99.136;123;396.239;0,99884;7.558.674;76,25
5;Mulheres;2021;SU;Sul;0,00016;2,40668;0,00079;99.013;78;494.865;0,99916;7.162.435;72,34
10;Mulheres;2021;SU;Sul;0,0002;2,71334;0,00102;98.936;101;494.448;0,99846;6.667.570;67,39
15;Mulheres;2021;SU;Sul;0,00044;2,74717;0,00219;98.835;216;493.687;0,99724;6.173.122;62,46
20;Mulheres;2021;SU;Sul;0,00067;2,66202;0,00334;98.619;329;492.323;0,99596;5.679.435;57,59
25;Mulheres;2021;SU;Sul;0,00096;2,63775;0,00479;98.289;471;490.334;0,9944;5.187.112;52,77
30;Mulheres;2021;SU;Sul;0,00131;2,64356;0,00652;97.818;638;487.588;0,99204;4.696.778;48,02
35;Mulheres;2021;SU;Sul;0,00194;2,65964;0,00965;97.180;937;483.708;0,98821;4.209.190;43,31
40;Mulheres;2021;SU;Sul;0,00287;2,66252;0,01426;96.243;1.372;478.007;0,98228;3.725.482;38,71
45;Mulheres;2021;SU;Sul;0,00435;2,64243;0,02154;94.871;2.043;469.537;0,9748;3.247.475;34,23
50;Mulheres;2021;SU;Sul;0,00594;2,63373;0,02929;92.828;2.719;457.705;0,96436;2.777.938;29,93
55;Mulheres;2021;SU;Sul;0,00877;2,63672;0,04298;90.109;3.873;441.393;0,94883;2.320.233;25,75
60;Mulheres;2021;SU;Sul;0,0125;2,63585;0,0607;86.236;5.235;418.806;0,9248;1.878.840;21,79
65;Mulheres;2021;SU;Sul;0,01908;2,60568;0,09125;81.001;7.391;387.310;0,8966;1.460.034;18,02
70;Mulheres;2021;SU;Sul;0,02512;2,61714;0,11852;73.610;8.724;347.262;0,84818;1.072.724;14,57
75;Mulheres;2021;SU;Sul;0,04305;2,64265;0,19541;64.886;12.679;294.540;0,74753;725.461;11,18
80;Mulheres;2021;SU;Sul;0,07663;2,57848;0,32318;52.207;16.872;220.177;0,59632;430.922;8,25
85;Mulheres;2021;SU;Sul;0,135;2,44;0,50165;35.334;17.725;131.295;0,37699;210.745;5,96
90;Mulheres;2021;SU;Sul;0,22164;4,51186;1;17.609;17.609;79.450; -   ;79.450;4,51
0;Homens;2021;SU;Sul;0,01045;0,07226;0,01035;100.000;1.035;99.040;0,98901;6.966.627;69,67
1;Homens;2021;SU;Sul;0,00042;1,62179;0,00168;98.965;166;395.464;0,99849;6.867.587;69,39
5;Homens;2021;SU;Sul;0,00018;2,37607;0,00092;98.799;91;493.755;0,99906;6.472.123;65,51
10;Homens;2021;SU;Sul;0,00024;2,89545;0,00119;98.708;118;493.292;0,9968;5.978.367;60,57
15;Homens;2021;SU;Sul;0,00123;2,95438;0,00613;98.590;605;491.713;0,99134;5.485.076;55,64
20;Homens;2021;SU;Sul;0,00214;2,63173;0,01066;97.985;1.044;487.453;0,98866;4.993.363;50,96
25;Homens;2021;SU;Sul;0,00236;2,56134;0,01176;96.941;1.140;481.926;0,98694;4.505.909;46,48
30;Homens;2021;SU;Sul;0,00294;2,58964;0,01462;95.801;1.401;475.631;0,98358;4.023.984;42
35;Homens;2021;SU;Sul;0,00374;2,61149;0,01856;94.401;1.752;467.819;0,97816;3.548.353;37,59
40;Homens;2021;SU;Sul;0,00522;2,63902;0,02578;92.649;2.389;457.604;0,96862;3.080.534;33,25
45;Homens;2021;SU;Sul;0,00769;2,63668;0,03776;90.260;3.408;443.244;0,95512;2.622.930;29,06
50;Homens;2021;SU;Sul;0,01086;2,62855;0,05296;86.851;4.600;423.349;0,93594;2.179.685;25,1
55;Homens;2021;SU;Sul;0,01589;2,61266;0,07654;82.252;6.295;396.230;0,9107;1.756.336;21,35
60;Homens;2021;SU;Sul;0,02187;2,60057;0,10391;75.956;7.892;360.845;0,87541;1.360.106;17,91
65;Homens;2021;SU;Sul;0,03204;2,58616;0,14871;68.064;10.122;315.888;0,8255;999.261;14,68
70;Homens;2021;SU;Sul;0,04557;2,56394;0,20508;57.942;11.883;260.765;0,75505;683.373;11,79
75;Homens;2021;SU;Sul;0,06869;2,52993;0,29364;46.060;13.525;196.891;0,65305;422.609;9,18
80;Homens;2021;SU;Sul;0,10456;2,46412;0,41324;32.535;13.445;128.580;0,51706;225.717;6,94
85;Homens;2021;SU;Sul;0,16452;2,35173;0,57296;19.090;10.938;66.484;0,31557;97.137;5,09
90;Homens;2021;SU;Sul;0,26595;3,7601;1;8.152;8.152;30.653; -   ;30.653;3,76
0;Mulheres;2022;SU;Sul;0,00952;0,07831;0,00944;100.000;944;99.130;0,98989;7.892.536;78,93
1;Mulheres;2022;SU;Sul;0,00041;1,50864;0,00165;99.056;164;395.817;0,99853;7.793.406;78,68
5;Mulheres;2022;SU;Sul;0,00018;2,35104;0,00092;98.893;91;494.221;0,99908;7.397.589;74,8
10;Mulheres;2022;SU;Sul;0,00021;2,66204;0,00105;98.801;104;493.765;0,99852;6.903.367;69,87
15;Mulheres;2022;SU;Sul;0,0004;2,71372;0,00201;98.698;198;493.035;0,99751;6.409.603;64,94
20;Mulheres;2022;SU;Sul;0,00059;2,61334;0,00294;98.500;289;491.807;0,99678;5.916.567;60,07
25;Mulheres;2022;SU;Sul;0,0007;2,57929;0,00348;98.210;341;490.224;0,99615;5.424.760;55,24
30;Mulheres;2022;SU;Sul;0,00087;2,62353;0,00433;97.869;423;488.337;0,99476;4.934.536;50,42
35;Mulheres;2022;SU;Sul;0,00127;2,65636;0,00634;97.445;617;485.779;0,9923;4.446.199;45,63
40;Mulheres;2022;SU;Sul;0,00186;2,65544;0,00926;96.828;897;482.036;0,98871;3.960.420;40,9
45;Mulheres;2022;SU;Sul;0,00273;2,6492;0,01357;95.931;1.301;476.596;0,9837;3.478.384;36,26
50;Mulheres;2022;SU;Sul;0,00391;2,64557;0,01939;94.630;1.834;468.829;0,9766;3.001.788;31,72
55;Mulheres;2022;SU;Sul;0,00571;2,65968;0,02818;92.795;2.615;457.856;0,96479;2.532.959;27,3
60;Mulheres;2022;SU;Sul;0,00892;2,6722;0,04367;90.180;3.938;441.734;0,94465;2.075.103;23,01
65;Mulheres;2022;SU;Sul;0,01427;2,661;0,06904;86.242;5.954;417.282;0,91452;1.633.369;18,94
70;Mulheres;2022;SU;Sul;0,02227;2,6673;0,10586;80.287;8.499;381.611;0,86047;1.216.087;15,15
75;Mulheres;2022;SU;Sul;0,0398;2,66059;0,18206;71.788;13.070;328.366;0,76257;834.476;11,62
80;Mulheres;2022;SU;Sul;0,07168;2,59352;0,30566;58.719;17.948;250.402;0,61445;506.110;8,62
85;Mulheres;2022;SU;Sul;0,12769;2,45533;0,48188;40.771;19.646;153.859;0,3983;255.708;6,27
90;Mulheres;2022;SU;Sul;0,20741;4,82145;1;21.124;21.124;101.849; -   ;101.849;4,82
0;Homens;2022;SU;Sul;0,01092;0,07357;0,01081;100.000;1.081;98.999;0,98848;7.261.230;72,61
1;Homens;2022;SU;Sul;0,00046;1,62042;0,00185;98.919;183;395.241;0,99828;7.162.231;72,4
5;Homens;2022;SU;Sul;0,00022;2,36449;0,00111;98.736;110;493.392;0,99894;6.766.990;68,54
